job_title,company_name,city,province,experience,years_of_exp,skills
Senior Angular Front-End Engineer,Confidential -,"Cairo, Egypt",Egypt,Experienced,5 - 10 Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Mechanical Technical Office Engineer,Electrotech -,"Sheikh Zayed, Giza, Egypt",Giza,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Senior Manager - Community Management - Dubai Holding Community Management,Jumeirah -,"Dubai, United Arab Emirates",United Arab Emirates,Manager,Missing,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
"Director, AI Infrastructure",Cisco -,"Riyadh, Saudi Arabia",Saudi Arabia,Manager,10+ Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Infor ERP Techno Functional Consultant,Tipstat® -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,2 - 5 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Project Manager (Thamarat Platform),Burjline Builders -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,2 - 5 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Maintenance Manager,Burjline Builders -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,5 - 10 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
"Senior Solutions Architect, AWS (Saudi Nationals Only)",Amazon Web Services (AWS) -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,2 - 5 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Pre-Sales Consultant,SymphonyAI -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,10+ Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Game Developer,Twine -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Senior Business Analyst,Ejad -,"Giza, Egypt",Egypt,Experienced,3 - 7 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Zoho developer,International Free Zone Authority | IFZA -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,2 - 5 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
HSE Manager - Mekkah,SYSTRA -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Missing,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
SAP PP/QM Consultant,Arab Otsuka Nutraceuticals   -,"10th of Ramadan City, Cairo, Egypt",Cairo,Experienced,2 - 4 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Senior Product Marketing Manager - II,Mozn -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,5 - 10 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
IT End User Services Analyst,Vertiv -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,2 - 5 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Senior Search Lead - Technology,Canonical -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,5 - 10 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Founder & Chief Product Officer - SME Neobank,Sanabil Studio -,"Riyadh, Saudi Arabia",Saudi Arabia,Senior Management,5 - 10 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
Director of Loss Prevention,Fairmont Hotels & Resorts -,"Riyadh, Saudi Arabia",Saudi Arabia,Manager,5 - 10 Yrs of Exp,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'ERP', 'Oracle', 'Accounting', 'Finance', 'Odoo']"
SAP S/4 HANA Developer,Envision Employment Solutions -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Freelance Software Engineer,Twine -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Information Technology Officer,Marriott International -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,2 - 5 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Part-time Search Analyst Saudi Arabia,TELUS Digital AI Data Solutions -,"Riyadh, Saudi Arabia",Saudi Arabia,Entry Level,0 - 2 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Senior Marine Engineer,"Institute of Marine Engineering, Science & Technology (IMarEST) -","Dubai, United Arab Emirates",United Arab Emirates,Experienced,10+ Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Azure Platform Administrator,Etihad -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,computer science,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Senior PMO Engineer,SJ Group -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,10+ Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Key Account Manager,Agile Consultants -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Chief Technology Officer,Royal Class -,"Dubai, United Arab Emirates",United Arab Emirates,Senior Management,10+ Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Business Development Lead - MENA,Cover Genius -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,10+ Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Quantitative Researcher - Digital Assets Liquidity (EMEA Remote),Keyrock -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
"Product Owner (Technical) - Relocation to Poland, Spain, or UAE",Revolut -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Infrastructure Director,SiFi - Simplified Financial Solutions Company -,"Riyadh, Saudi Arabia",Saudi Arabia,Manager,10+ Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Technical Procurement Specialist - Civil,Group AMANA -,"Riyadh, Saudi Arabia",Saudi Arabia,Entry Level,5 - 10 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Senior Oracle Developer-EBS,Ahmed El-Sallab -,"Maadi, Cairo, Egypt",Cairo,Experienced,4 - 6 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Computer Science', 'S/4HANA', 'Business Inteligence', 'ERP', 'Frontend']"
Technical Manager,Burjline Builders -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,5 - 10 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
"Software Engineer (Python) - Relocation to Poland, Spain, or UAE",Revolut -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Software Engineer (Frontend) - Revolut People Product,Revolut -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,2 - 5 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
"Software Engineer (Android) - Relocation to Poland, Portugal, Spain, or UAE",Revolut -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Senior Product Manager: Payments & P2P Market,The Open Platform -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Lead Project Planner,Baker Hughes -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
SAP Project Manager,invenioLSI -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,10+ Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Security Coordinator,JLL -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,5 - 10 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Mechanical Technical Office Engineer,Total Air -,"Cairo, Egypt",Egypt,Experienced,4 - 12 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Manager Projects - Business Improvement,Etihad -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Engineer - Civil (Emirati) - Centre of Excellence - Dubai Holding Community Management,Jumeirah -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Graduate Talent Scientist,Canonical -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,0 - 2 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Enterprise Risk Manager (Crypto),Revolut -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
IT Supervisor,Novotel Hotels -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,5 - 10 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Salesforce Administrator,Goodway Group -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Project Management', 'Information Technology (IT)', 'Computer Science', 'Technical Office', 'Civil Engineering', 'Management']"
Mechanical Procurement Engineer - Technical Office,Total Air -,"Cairo, Egypt",Egypt,Experienced,2 - 12 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Mechanical Design Engineer,Arcelormittal Egypt -,"Badr City, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Regulatory Affairs manager,Confidential -,"Maadi, Cairo, Egypt",Cairo,Manager,9 - 20 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Junior Ads Specialist,Canonical -,"Riyadh, Saudi Arabia",Saudi Arabia,Entry Level,0 - 2 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Customer Success Manager,DoorDash -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Head of Technology,CXKSA -,"Riyadh, Saudi Arabia",Saudi Arabia,Manager,computer science,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Software Engineer (IOS) - Crypto,Revolut -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Network Engineer,AHS Group  -,"6th of October, Giza, Egypt",Giza,Manager,4+ Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Securities Services - Securities Services Sales - Relationship Management - Vice President,JPMorgan Chase & Co. -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,5 - 10 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Construction Project Manager,Hilti Asia IT Services -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
"Assurance - External Audit Manager (Financial Services) - Riyadh, KSA",PwC Middle East -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Computer Science,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
ERP Software Developer (Odoo) - Future Concept,Qureos -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,10+ Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
IT Support Specialist,Team Safety Consultants LLC -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
MIS Analyst,Greenfix Property Care -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,computer science,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
SENIOR CONTRACT ENGINEER (UAE nationals only),Eni -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical', 'Mechanical Engineering', 'technical', 'Design', 'AutoCAD']"
Junior Engineer - Saudi National,"Hill International, Inc. -","Riyadh, Saudi Arabia",Saudi Arabia,Not specified,Computer Science,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Project Manager (Logistics Tech/Transport),Burjline Builders -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,2 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Chemical Engineer,Hyundai Rotem -,"Port Said, Egypt",Egypt,Experienced,1 - 3 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Secondary Calibration Manager,BAE Systems -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,science,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Pavement Assessment Engineer,Citylogix ME   -,"New Cairo, Cairo, Egypt",Cairo,Entry Level,0 - 2 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Quality Management Systems Section Head,Bavaria Egypt -,"New Nozha, Cairo, Egypt",Cairo,Manager,10+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Software Engineer III,Mozn -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Computer Science,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Portal Manager,Timesworld -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,computer science,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Part time Search Analyst Saudi Arabia,TELUS Digital AI Data Solutions -,"Riyadh, Saudi Arabia",Saudi Arabia,Entry Level,computer science,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Senior Associate - IAM (SailPoint Engineer),PwC Middle East -,"Riyadh, Saudi Arabia",Saudi Arabia,Entry Level,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
"Customer Success Manager (Technical), UAE",AlgoSec -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Project Coordinator,Centre of Christian-Muslim Understanding & Partnership (CCMUP) -,"Cairo, Egypt",Egypt,Experienced,3+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
AI Engineer - Client Engineering KSA,IBM -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Computer Science,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
Cloud Managed Services - Sales & Solution Specialist - Senior Manager,PwC Middle East -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Computer Science,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
IT Manager (Real Estate),Confidential -,"Sheikh Zayed, Giza, Egypt",Giza,Manager,5 - 9 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'AutoCAD', 'Electrical Engineering', 'Mechanical Engineering', 'Microsoft Office']"
QA Validation & Compliance Senior Specialist - Pharmacist,EVA Cosmetics   -,"6th of October, Giza, Egypt",Giza,Experienced,2 - 5 Yrs of Exp,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
Design Engineer - Smart City / ICT,AECOM -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Computer Science,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
Food Quality & Safety Manager,Confidential -,"Jeddah, Saudi Arabia",Saudi Arabia,Manager,10+ Yrs of Exp,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
General Accountant,Rehana Group -,"Qanater Khairya, Qalubia, Egypt",Qalubia,Entry Level,Missing,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
Receivables Accountant,Rehana Group -,"Alsadat City, Monufya, Egypt",Monufya,Entry Level,Missing,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
HR Administrative Assistants,Rehana Group -,"6th of October, Giza, Egypt",Giza,Entry Level,males_only,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
R&D Formulation Supervisor,Al Andalous Pharmaceutical Industries -,"Giza, Egypt",Egypt,Experienced,6 - 8 Yrs of Exp,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
Machine Learning Engineer,EPAM Systems -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
